Calculated Z (nm)   Deflection {nN)     
Extend Data
2.207031e+002       -5.631638e-002      
2.210938e+002       -5.977249e-002      
2.214844e+002       -5.588150e-002      
2.218750e+002       -5.537796e-002      
2.222656e+002       -5.806732e-002      
2.226563e+002       -5.915451e-002      
2.230469e+002       -5.831909e-002      
2.234375e+002       -5.589294e-002      
2.238281e+002       -5.766678e-002      
2.242188e+002       -5.764389e-002      
2.246094e+002       -5.462265e-002      
2.250000e+002       -5.490875e-002      
2.253906e+002       -5.803299e-002      
2.257813e+002       -5.826187e-002      
2.261719e+002       -5.704880e-002      
2.265625e+002       -5.855942e-002      
2.269531e+002       -5.925751e-002      
2.273438e+002       -5.630493e-002      
2.277344e+002       -5.648804e-002      
2.281250e+002       -5.798721e-002      
2.285156e+002       -5.815887e-002      
2.289063e+002       -5.781555e-002      
2.292969e+002       -5.608749e-002      
2.296875e+002       -5.877686e-002      
2.300781e+002       -5.671692e-002      
2.304688e+002       -5.811310e-002      
2.308594e+002       -5.508041e-002      
2.312500e+002       -5.946350e-002      
2.316406e+002       -5.846786e-002      
2.320313e+002       -5.663681e-002      
2.324219e+002       -5.564117e-002      
2.328125e+002       -5.455399e-002      
2.332031e+002       -5.740356e-002      
2.335938e+002       -5.726624e-002      
2.339844e+002       -5.813599e-002      
2.343750e+002       -5.723190e-002      
2.347656e+002       -5.803299e-002      
2.351563e+002       -5.474854e-002      
2.355469e+002       -5.497742e-002      
2.359375e+002       -5.619049e-002      
2.363281e+002       -5.748367e-002      
2.367188e+002       -5.772400e-002      
2.371094e+002       -5.772400e-002      
2.375000e+002       -5.717468e-002      
2.378906e+002       -5.568695e-002      
2.382813e+002       -5.562973e-002      
2.386719e+002       -5.456543e-002      
2.390625e+002       -5.730057e-002      
2.394531e+002       -6.047058e-002      
2.398438e+002       -6.204987e-002      
2.402344e+002       -5.677414e-002      
2.406250e+002       -6.005859e-002      
2.410156e+002       -5.639648e-002      
2.414063e+002       -5.925751e-002      
2.417969e+002       -5.934906e-002      
2.421875e+002       -5.963516e-002      
2.425781e+002       -5.638504e-002      
2.429688e+002       -5.837631e-002      
2.433594e+002       -5.379868e-002      
2.437500e+002       -5.544662e-002      
2.441406e+002       -5.942917e-002      
2.445313e+002       -5.730057e-002      
2.449219e+002       -5.648804e-002      
2.453125e+002       -5.514908e-002      
2.457031e+002       -5.597305e-002      
2.460938e+002       -5.694580e-002      
2.464844e+002       -5.720901e-002      
2.468750e+002       -5.502319e-002      
2.472656e+002       -5.756378e-002      
2.476563e+002       -5.664825e-002      
